Open,Close,High,Low,Volume,Date
1593.3,1588.85,1593.3,1579.97,529,4/12/2013
1587.73,1593.37,1597.35,1586.17,521,4/11/2013
1568.61,1587.73,1589.07,1568.61,510,4/10/2013
1563.11,1568.61,1573.89,1560.92,511,4/9/2013
1553.26,1563.07,1563.07,1548.63,448,4/8/2013
1559.98,1553.28,1559.98,1539.5,547,4/5/2013
1553.69,1559.98,1562.6,1552.52,471,4/4/2013
1570.25,1553.69,1571.47,1549.8,576,4/3/2013
1562.17,1570.25,1573.66,1562.17,462,4/2/2013
1569.18,1562.17,1570.57,1558.47,413,4/1/2013
1562.86,1569.19,1570.28,1561.08,661,3/28/2013
1563.75,1562.85,1564.07,1551.9,407,3/27/2013
1551.69,1563.77,1563.95,1551.69,404,3/26/2013
1556.89,1551.69,1564.91,1546.22,522,3/25/2013
1545.9,1556.89,1557.74,1545.9,491,3/22/2013
1558.71,1545.8,1558.71,1543.55,505,3/21/2013
1548.34,1558.71,1561.56,1548.34,499,3/20/2013
1552.1,1548.34,1557.25,1538.57,535,3/19/2013
1560.7,1552.1,1560.7,1545.13,495,3/18/2013
1563.21,1560.7,1563.62,1555.74,1,3/15/2013
1554.52,1563.23,1563.32,1554.52,494,3/14/2013
1552.48,1554.52,1556.39,1548.25,409,3/13/2013
1556.22,1552.48,1556.77,1548.24,457,3/12/2013
1551.15,1556.22,1556.27,1547.36,437,3/11/2013
1544.26,1551.18,1552.48,1542.94,479,3/8/2013
1541.46,1544.26,1545.78,1541.46,489,3/7/2013
1539.79,1541.46,1545.25,1538.11,490,3/6/2013
1525.2,1539.79,1543.47,1525.2,499,3/5/2013
1518.2,1525.2,1525.27,1512.29,490,3/4/2013
1514.68,1518.2,1519.99,1501.48,522,3/1/2013
1515.99,1514.68,1525.34,1514.46,735,2/28/2013
1496.94,1515.99,1520.08,1494.88,479,2/27/2013
1487.85,1496.94,1498.99,1485.01,569,2/26/2013
1515.6,1487.85,1525.84,1487.85,627,2/25/2013
1502.42,1515.6,1515.64,1502.42,505,2/22/2013
1511.95,1502.42,1511.95,1497.29,588,2/21/2013
