Open,Close,High,Low,Volume,Date
326.14,326.25,326.67,325.87,,10/26/17
327.14,326.14,327.49,325.22,,10/25/17
327.03,327.14,327.51,326.88,,10/24/17
327.65,327.03,328.05,327.03,,10/23/17
327.88,327.88,327.88,327.88,,10/21/17
327.47,327.88,327.89,326.95,,10/20/17
327.42,327.47,327.85,326.25,,10/19/17
326.99,327.43,327.81,326.99,,10/18/17
327.57,326.99,327.57,326.78,,10/17/17
327.12,327.57,327.83,327.12,,10/16/17
327.12,327.12,327.12,327.12,,10/14/17
326.3,327.12,327.6,326.3,,10/13/17
326.23,326.3,326.88,326.11,,10/12/17
325.65,326.23,326.45,325.48,,10/11/17
324,325.65,325.8,324,,10/10/17
324.45,324,324.47,323.91,,10/09/17
324.24,324.24,324.24,324.24,,10/07/17
324.54,324.24,324.61,323.6,,10/06/17
323.81,324.54,324.54,323.49,,10/05/17
323.41,323.81,323.98,323.34,,10/04/17
322.24,323.41,323.42,321.99,,10/03/17
321.62,322.24,322.24,321.21,,10/02/17
321.66,321.66,321.66,321.66,,09/30/17
320.17,321.66,321.66,320.12,,09/29/17
319.68,320.17,320.42,319.32,,09/28/17
319.15,319.68,319.94,318.61,,09/27/17
320.24,319.15,320.24,319.04,,09/26/17
321.1,320.24,321.36,319.53,,09/25/17
321.46,321.46,321.46,321.46,,09/23/17
321.07,321.46,321.55,320.95,,09/22/17
322.41,321.07,322.41,320.89,,09/21/17
321.94,322.41,322.51,320.46,,09/20/17
321.21,321.94,322.15,321.11,,09/19/17
320.49,321.21,321.7,320.3,,09/18/17
320.49,320.49,320.49,320.49,,09/16/17
319.77,320.49,320.54,319.77,,09/15/17
320.21,319.77,320.21,319.39,,09/14/17
320.55,320.21,320.9,319.69,,09/13/17
319.57,320.55,320.55,319.3,,09/12/17
316.82,319.57,319.57,316.8,,09/11/17
316.91,316.91,316.91,316.91,,09/09/17
316.84,316.91,317.69,316.84,,09/08/17
315.85,316.84,317.18,315.72,,09/07/17
315.26,315.85,315.91,314.69,,09/06/17
316.39,315.26,316.6,314.33,,09/05/17
317.14,316.39,317.15,316.2,,09/04/17
317.05,317.05,317.05,317.05,,09/02/17
316.03,317.05,317.36,316.03,,09/01/17
314.32,316.03,316.44,314.1,,08/31/17
313.8,314.32,314.39,313.21,,08/30/17
314.13,313.8,314.28,312.39,,08/29/17
314.24,314.13,314.55,313.82,,08/28/17
313.82,313.82,313.82,313.82,,08/26/17
312.94,313.82,314.79,312.8,,08/25/17
313.06,312.94,313.87,312.77,,08/24/17
313.38,313.06,313.53,312.65,,08/23/17
311.34,313.38,313.4,311.23,,08/22/17
310.93,311.34,311.39,310.39,,08/21/17
310.97,310.97,310.97,310.97,,08/19/17
311.99,310.97,311.99,310.44,,08/18/17
314.34,311.99,315.35,311.93,,08/17/17
313.39,314.34,315.09,313.39,,08/16/17
313.94,313.39,314.28,313.14,,08/15/17
311.67,313.94,314.24,311.42,,08/14/17
311.5,311.5,311.5,311.5,,08/12/17
312.37,311.5,312.4,310.93,,08/11/17
315.71,312.37,315.91,312.36,,08/10/17
316.73,315.71,317.04,314.69,,08/09/17
317.33,316.73,317.89,316.62,,08/08/17
316.73,317.33,317.42,316.69,,08/07/17
316.56,316.56,316.56,316.56,,08/05/17
316.58,316.56,317.11,316.08,,08/04/17
317,316.58,317,316.3,,08/03/17
316.9,317,317.26,316.12,,08/02/17
315.43,316.9,317.27,315.43,,08/01/17
315.17,315.43,316.04,315.17,,07/31/17
315.17,315.17,315.17,315.17,,07/29/17
315.91,315.17,316.07,314.51,,07/28/17
315.38,315.91,317.04,314.97,,07/27/17
315.23,315.38,316.55,314.91,,07/26/17
314.53,315.23,315.76,314.4,,07/25/17
315.15,314.53,315.17,314.21,,07/24/17
315,315,315,315,,07/22/17
315.64,315,315.77,314.29,,07/21/17
314.96,315.64,315.91,314.9,,07/20/17
313.47,314.96,314.96,313.27,,07/19/17
313.3,313.47,313.71,312.69,,07/18/17
313.35,313.3,313.64,313.06,,07/17/17
313.06,313.06,313.06,313.06,,07/15/17
311.24,313.06,313.55,311.24,,07/14/17
310.26,311.24,311.44,310.26,,07/13/17
307.46,310.26,310.57,307.46,,07/12/17
307.38,307.46,308.08,306.75,,07/11/17
306.7,307.38,307.81,306.69,,07/10/17
306.6,306.6,306.6,306.6,,07/08/17
306.19,306.6,306.81,305.51,,07/07/17
307.84,306.19,308.05,306.17,,07/06/17
307.59,307.84,308.16,306.97,,07/05/17
